,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900
0,2.7115924240206368e-05,3.2919103887252277e-06,7.574496407869447e-07,9.459501626452038e-08,2.0301563097291364e-08,2.3545407401570628e-08,9.069137441031216e-09,1.1529688315192743e-08,8.19799428342094e-09,6.96282098644474e-09,6.229895266329777e-09,6.913355665716381e-09,5.394851676499002e-09,4.580445356339169e-09,3.2611668920878856e-09,2.828691059164612e-09,2.744352523009752e-09,2.884592786855933e-09,3.4064515652687533e-09,1.7584682598936752e-09,2.115073227670905e-09,2.312739777465822e-09,1.8463036655091969e-09,1.4776373458147418e-09,2.9262223755210925e-09,2.4266300080455494e-09,1.6910814970572119e-09,1.1848805270275875e-09,1.424979800823678e-09,1.4992648234013473e-09,1.3383724128956942e-09,1.8243504484871664e-09,1.164879304127453e-09,1.734335564052003e-09,1.1063370219943636e-09,1.8813426372332742e-09,9.316584170804276e-10,8.8937879283435e-10,1.2932104276330847e-09,1.5471929293298103e-09,1.039473951358616e-09,1.3921037655961754e-09,1.128173554576506e-09,9.316643012624581e-10,9.103937603782697e-10,1.2406903282524695e-09,9.676435208660905e-10,7.320449801895279e-10,1.2541039318136882e-09,1.026367546508311e-09,9.634858466611718e-10,8.485567803973026e-10,7.159092207942308e-10,9.734937300720503e-10,7.885984643074551e-10,6.55171916719155e-10,7.782786637378081e-10,8.367035397860434e-10,7.828246939567407e-10,8.564926545773233e-10,8.823007879854572e-10,8.889989300264745e-10,7.716471905894196e-10,6.392599227744711e-10,7.986162287032528e-10,5.141933545615984e-10,4.3678657912771257e-10,5.37448086035397e-10,6.441244204680174e-10,7.185508854590239e-10,6.024213350386276e-10,5.776474854002345e-10,7.729286100044419e-10,8.929131878332441e-10,6.468799940151371e-10,7.224547071693621e-10,5.773237443662538e-10,6.519206285915402e-10,5.709774875128915e-10,5.125107005454765e-10,7.177181071682526e-10,6.648610550996636e-10,5.880010367498301e-10,5.234248590113566e-10,7.397868984071465e-10,5.698364002881817e-10,6.468686142291347e-10,4.334355097057596e-10,3.604561371606252e-10,4.93138363477641e-10,4.582795809504603e-10,3.5293098998856465e-10,4.6492731886615957e-10,6.077313097208048e-10,3.991340868925164e-10,4.358867433662539e-10,5.533107860777875e-10,3.081616073430382e-10,4.739845183010516e-10,4.853831225837268e-10
1,2.5608627765905112e-05,2.6339116629969794e-06,3.7052933521408704e-07,1.121669654935431e-07,3.8769908172753276e-08,2.5742533438233295e-08,2.0072235429324792e-08,1.3328307346682777e-08,1.2114101721749648e-08,1.101217872445659e-08,8.796209094441565e-09,5.797553104258668e-09,7.198381002382348e-09,5.376735501272378e-09,6.6693077727109085e-09,8.98036311980377e-09,6.5904695034646466e-09,4.338986059337913e-09,6.250552520015162e-09,4.294068656207628e-09,4.508564188654418e-09,3.7248626405528285e-09,4.524537189354305e-09,3.6144036652530076e-09,5.711825235010792e-09,5.865539165483824e-09,6.056215973160306e-09,2.8985387423574593e-09,3.3314573322229535e-09,3.3691944789637773e-09,4.193016600595456e-09,5.235364142208709e-09,2.664539699992474e-09,5.360649701913189e-09,2.7167974536723705e-09,6.4152683165730195e-09,3.183319385868799e-09,3.727224306970811e-09,3.1286604418312436e-09,3.803457104822883e-09,3.4376599344909664e-09,3.5558866962048796e-09,2.963853829029972e-09,3.096443990102671e-09,2.6026816257740393e-09,3.7986653822486005e-09,2.744245719554783e-09,2.775224494655504e-09,3.0126807715191717e-09,2.9493507636146887e-09,2.8023032783153212e-09,3.0653399818447724e-09,2.3606812060705806e-09,4.710263290519379e-09,2.2775037411548738e-09,2.4806630083418213e-09,1.6111370015892135e-09,2.2590729287230715e-09,3.4166161011484064e-09,1.9531694039898184e-09,2.44879738708903e-09,3.476206877905952e-09,2.0452142202032064e-09,1.990365205983835e-09,2.049302283424481e-09,1.876322652805129e-09,2.0851149695744198e-09,1.8495516229677378e-09,1.9937611561715585e-09,1.8995311990011032e-09,1.6155462523315123e-09,2.0259243171949493e-09,2.6231776750762492e-09,2.9811348944974725e-09,1.5029811839539775e-09,2.055241754561621e-09,2.001619758829065e-09,2.028433421230602e-09,1.513009939557719e-09,2.11310324793601e-09,2.520168296271663e-09,2.02407135496685e-09,2.585574421232195e-09,1.6243446587793642e-09,1.7018957354508757e-09,2.397041898305474e-09,1.8917047928113107e-09,1.4751634358489696e-09,2.0633130759506457e-09,1.9738251033629695e-09,1.5589722845987808e-09,1.465531918043439e-09,1.5034080647069459e-09,2.3139163918273198e-09,1.3311681756889016e-09,1.5151175869476674e-09,1.594013365746605e-09,1.8533253820507412e-09,1.3958697531180064e-09,1.7047315781226757e-09
