,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900
0,3.244131585233845e-05,2.4044736619543983e-06,7.810619990777923e-07,1.0165216224322648e-07,4.998774372211301e-08,3.432362660760191e-08,4.6863974034749845e-08,2.879563609781144e-08,3.6522468604971436e-08,1.9878546808627107e-08,1.715193320706021e-08,4.325923796955067e-08,1.8969751991448902e-08,1.8723667949416267e-08,3.550184146661195e-08,5.624733034892415e-08,3.672152359968095e-08,7.486605113626865e-09,7.464395324063844e-09,1.0936121341842409e-08,4.949725962433149e-09,2.4554662303444275e-08,1.0368080616274256e-08,1.4854071750391995e-08,5.330649699430978e-09,4.697441102763378e-09,4.093085870238156e-09,1.2451470965402223e-08,3.6149883086977752e-09,1.304129604307036e-08,4.679613141433947e-09,5.271608927159832e-09,2.7467921270840634e-09,4.630929417714924e-09,6.460942003627679e-09,4.860521318761357e-09,2.907961871301268e-09,6.100055127689075e-09,3.057042397003329e-09,4.166655465098756e-09,2.1689532392343835e-09,2.3514554747805505e-09,1.196197629838025e-08,3.0867095546227574e-09,2.3762880552169463e-09,5.047869677810013e-09,1.0576361120229194e-08,2.0905031039575306e-09,3.964120587340858e-09,2.59259480550611e-09,1.6823686888045586e-09,2.0193926530964745e-09,1.0986358489617487e-08,4.857113822254178e-09,7.285704040072005e-09,3.923797287086472e-09,2.3563841988760714e-09,1.7784866912506914e-09,2.5172681716867373e-09,1.913958769250712e-09,1.998946119741163e-09,1.0089030055837611e-08,2.390864395351855e-09,1.7553398734548864e-09,4.867730662994063e-09,4.463468705750984e-09,1.2270518823243037e-08,2.21530171984341e-09,1.4328883635172929e-09,1.99144611912061e-09,2.9249667132802415e-09,6.606862612557052e-09,8.740780876870247e-10,2.1868249433509845e-08,1.3509117158250206e-09,3.5007168275313916e-09,1.3707102120008585e-09,1.8718098182546328e-09,3.899235601068085e-09,1.4853516194790473e-09,6.144212694181306e-09,1.076649436271282e-08,1.3304493062804568e-09,7.401641965998351e-09,2.0730703820248664e-09,5.199744190775846e-09,1.4493937161574877e-09,6.872401758784008e-09,3.6825769100801153e-09,6.17139050973492e-09,4.127174602075456e-09,1.9205472767680476e-09,3.2590996568160335e-09,1.1989953474511594e-09,2.7138917779723215e-09,3.51287976485537e-09,1.1010448108805804e-09,1.2723186948448983e-09,3.076590715522798e-08,1.5935444963588452e-08
1,3.9431492041330785e-05,1.1042241112591e-06,2.654159061421524e-07,7.005661473158398e-08,5.4338155308641944e-08,1.5191817226423154e-07,4.648383722383187e-08,2.4233187900790654e-08,4.1324664579178716e-08,3.6372838962961396e-08,2.4257563069340904e-08,3.26143805295942e-08,2.0105780151880026e-08,1.8478147012501722e-08,2.6790985430125147e-08,1.959058515410561e-08,1.1513117570416398e-08,8.631978687390074e-09,1.2305733321227308e-08,2.8172591370889677e-08,5.442292838608864e-09,3.574740148337696e-08,7.614922914456201e-09,6.084039938514252e-09,4.0784371435620415e-09,9.614897322762772e-09,9.035383996547353e-09,7.734222151611903e-09,5.798137969748041e-09,7.007553648463727e-09,5.934809532703866e-09,1.4680241910980385e-08,4.749846738150154e-09,4.826775423794061e-09,3.939060633229019e-09,3.851521768183375e-09,5.211236331348346e-09,4.035936918000971e-09,1.3122120279263072e-08,3.0918807514268565e-09,5.752584630869251e-09,1.395546611604459e-08,3.36561711833383e-09,2.8728439627201396e-09,4.88154272559882e-09,1.1718555015249876e-08,9.254207178344132e-09,3.5354068561588292e-09,4.157173272290038e-09,2.42365127967048e-09,2.491489015099546e-09,1.2111778247003713e-08,1.6492844423510178e-08,1.685057071654228e-08,4.288514432460033e-08,3.208178833702391e-09,7.371989685367453e-09,3.0153017860357068e-09,9.45638412019889e-09,1.6150899506683913e-09,2.327152026637691e-09,1.7583271727517058e-08,3.4310516650037926e-09,2.3039747887310114e-09,1.815777395108853e-08,3.6837619621366002e-09,1.2820247974332233e-08,1.299168950197327e-08,1.5416311560656482e-09,8.414039243120897e-09,6.34305719060535e-09,2.321992553788732e-08,2.269144427913261e-09,6.745237701721862e-09,1.675481309248994e-09,3.3101921204092832e-09,1.827654250163846e-09,1.7592214351935809e-09,7.3013861623394405e-09,6.628700255362219e-09,3.1479578943560682e-09,1.6435988570151494e-08,5.639521738487474e-09,2.0651920173975213e-09,2.2286932299664386e-09,5.795595559021649e-09,1.8910188970266972e-09,2.0542410439361447e-08,8.606027890323276e-09,2.1339438660561427e-08,3.322258379512277e-08,1.5012210363707368e-09,9.977239479042055e-09,2.4332793557846344e-09,9.234383924194844e-09,1.3204797255639278e-08,1.4030211659132874e-08,3.5593952230073e-09,2.1059827659541952e-08,3.670523440746365e-09
